N° auto;nom;région administrative;adresse;code INSEE;commune;population de la commune;DEP;N°UU;unité urbaine;population unité urbaine;situation géographique;écrans;fauteuils;semaines d'activité;séances;entrées 2021;entrées 2020;évolution entrées;tranche d'entrées;propriétaire;programmateur;AE;catégorie Art et Essai;label Art et Essai;genre;multiplexe;zone de la commune;nombre de films programmés;nombre de films inédits;nombre de films en semaine 1;PdM en entrées des films français;PdM en entrées des films américains;PdM en entrées des films européens;PdM en entrées des autres films;films Art et Essai;PdM en entrées des films Art et Essai;latitude;longitude;geolocalisation
54;GAUMONT CHAMPS ELYSEES MARIGNAN;ILE-DE-FRANCE;27/33 AVENUE DES CHAMPS ELYSEES;75108;Paris 8e Arrondissement;36827.0;75;00851;Paris;10909327.0;01-Paris;6.0;1597.0;32.0;5335.0;169651.0;80996.0;109.45602251963061;De 150 à 200 000 entrées;LES CINEMAS PATHE GAUMONT;PATHE GAUMONT;NON;NON;;FIXE;NON;C;87.0;77.0;66.0;22.07706987580444;55.57916789577928;20.830900192042577;1.5128620363737064;9.0;7.583574640747942;48.869654;2.306873;48.869654, 2.306873
311;GRAND REX;ILE-DE-FRANCE;5 BD POISSONNIERE;75102;Paris 2e Arrondissement;21561.0;75;00851;Paris;10909327.0;01-Paris;7.0;4274.0;32.0;6119.0;473518.0;148381.0;219.12306831737217;De 450 à 700 000 entrées;THEATRE LE REX;UGC;NON;NON;;FIXE;NON;C;127.0;82.0;78.0;16.72235729945627;66.82715067725017;10.889318889006347;5.561173134287198;5.0;10.08084717172785;48.86872;2.347608;48.86872, 2.347608
451;UGC MONTPARNASSE;ILE-DE-FRANCE;83 BD DU MONTPARNASSE;75106;Paris 6e Arrondissement;41384.0;75;00851;Paris;10909327.0;01-Paris;7.0;1592.0;32.0;7027.0;190458.0;124223.0;53.31943359925295;De 150 à 200 000 entrées;UGC SAS;UGC;NON;NON;;FIXE;NON;C;81.0;74.0;74.0;46.69724520162721;37.31072705927321;15.992027739099571;0.0;18.0;28.506839216971088;48.84351;2.325646;48.84351, 2.325646
483;ENTREPOT;ILE-DE-FRANCE;7 ET 9 RUE FRANCIS DE PRESSENSE;75114;Paris 14e Arrondissement;137574.0;75;00851;Paris;10909327.0;01-Paris;3.0;268.0;32.0;2873.0;29174.0;19479.0;49.77154884747677;De 20 à 30 000 entrées;MANUFACTURE A FILMS;;OUI;A;RDJP;FIXE;NON;C;219.0;119.0;22.0;73.63973736797031;9.05509563231516;10.967741935483872;6.337425064230659;101.0;89.10077076791322;48.83393;2.31652;48.83393, 2.31652
531;MK2 BEAUBOURG;ILE-DE-FRANCE;50 RUE RAMBUTEAU;75103;Paris 3e Arrondissement;34305.0;75;00851;Paris;10909327.0;01-Paris;6.0;557.0;32.0;8357.0;158940.0;129665.0;22.57741102070721;De 150 à 200 000 entrées;MK2 CINEMAS;MK2 (Karmitz);OUI;A;RDPR;FIXE;NON;C;212.0;77.0;65.0;53.989758358986414;19.598709876497857;14.89813461072213;11.513397153793594;74.0;98.86710111600091;48.861555;2.352217;48.861555, 2.352217
612;UGC MAILLOT;ILE-DE-FRANCE;PALAIS CONGRES PL PORTE MAILLOT;75117;Paris 17e Arrondissement;167284.0;75;00851;Paris;10909327.0;01-Paris;4.0;762.0;32.0;4159.0;62847.0;50265.0;25.031333930170096;De 50 à 80 000 entrées;PARAFRANCE COMMUNICATION;UGC;NON;NON;;FIXE;NON;C;100.0;72.0;49.0;68.16731003826808;10.245483865577112;20.82017345966812;0.7670326364866897;50.0;42.78504704132618;48.878512;2.282965;48.878512, 2.282965
721;MK2 ODEON COTE SAINT-MICHEL;ILE-DE-FRANCE;7 RUE HAUTEFEUILLE;75106;Paris 6e Arrondissement;41384.0;75;00851;Paris;10909327.0;01-Paris;4.0;510.0;32.0;5469.0;76108.0;60802.0;25.173514029143778;De 50 à 80 000 entrées;LES CINEMAS PATHE GAUMONT;Karmitz;OUI;A;RD;FIXE;NON;C;99.0;77.0;42.0;66.86649789968565;8.220435641360893;10.776977216457563;14.136089242495897;64.0;94.08295546220825;48.852188;2.342788;48.852188, 2.342788
1681;UGC CINE CITE LES HALLES;ILE-DE-FRANCE;101 RUE BERGER;75101;Paris 1er Arrondissement;16236.0;75;00851;Paris;10909327.0;01-Paris;27.0;3896.0;32.0;37275.0;1408789.0;1082659.0;30.12305813741908;De 1 à 1,5 million d'entrées;UGC CINE CITE ILE DE FRANCE;UGC;NON;NON;;FIXE;OUI;C;350.0;294.0;290.0;43.14824447238529;39.63660067053114;13.594772299721678;3.620382557361901;172.0;41.87582446121713;48.861424;2.345829;48.861424, 2.345829
3222;PATHE WEPLER;ILE-DE-FRANCE;132 -140 BOULEVARD DE CLICHY;75118;Paris 18e Arrondissement;194491.0;75;00851;Paris;10909327.0;01-Paris;11.0;1757.0;32.0;14289.0;424464.0;255340.0;66.23482415602726;De 300 à 450 000 entrées;LES IMAGES;PATHE GAUMONT;NON;NON;;FIXE;OUI;C;191.0;173.0;145.0;46.158275968479906;37.84306531210287;15.252449902441276;0.7462088169759468;75.0;28.22788162712886;48.883938;2.328034;48.883938, 2.328034
5841;MK2 BASTILLE COTE FAUBOURG SAINT-ANTOINE;ILE-DE-FRANCE;5 RUE DU FAUBOURG ST ANTOINE;75111;Paris 11e Arrondissement;146735.0;75;00851;Paris;10909327.0;01-Paris;3.0;423.0;32.0;3998.0;85778.0;78853.0;8.782164280369802;De 80 à 100 000 entrées;BASTILLE SAINT ANTOINE (DOUBLON N° 95 7200);Karmitz;OUI;A;RD;FIXE;NON;C;57.0;48.0;40.0;64.46288177064574;10.624371219554606;10.690199098282264;14.222547911517394;46.0;94.50647721485971;48.853157;2.370719;48.853157, 2.370719
6531;UGC LYON BASTILLE;ILE-DE-FRANCE;12 RUE DE LYON;75112;Paris 12e Arrondissement;140605.0;75;00851;Paris;10909327.0;01-Paris;7.0;1273.0;32.0;7285.0;136006.0;84853.0;60.284256302075356;De 100 à 150 000 entrées;UGC SAS;UGC;NON;NON;;FIXE;NON;C;119.0;90.0;87.0;40.26265990462493;42.72348800242222;16.325789115131332;0.6880629778215124;18.0;13.917190220270987;48.847502;2.371855;48.847502, 2.371855
8331;UGC DANTON;ILE-DE-FRANCE;99 BD ST GERMAIN;75106;Paris 6e Arrondissement;41384.0;75;00851;Paris;10909327.0;01-Paris;4.0;684.0;32.0;4756.0;99447.0;70774.0;40.51346539689716;De 80 à 100 000 entrées;UGC SAS;UGC;NON;NON;;FIXE;NON;C;62.0;58.0;40.0;59.61139487125481;19.628244958138065;18.658311831920383;2.1020483386867466;37.0;51.78979516613133;48.852138;2.338995;48.852138, 2.338995
8513;REFLET MEDICIS 2;ILE-DE-FRANCE;7 RUE CHAMPOLLION;75105;Paris 5e Arrondissement;59050.0;75;00851;Paris;10909327.0;01-Paris;3.0;339.0;32.0;3260.0;48873.0;47300.0;3.3255813953488373;De 40 à 50 000 entrées;DULAC CINEMAS;;OUI;A;RDPR;FIXE;NON;C;186.0;36.0;23.0;52.79974284795885;9.482481517197042;15.75699132111861;21.96078431372549;36.0;100.0;48.849591;2.342836;48.849591, 2.342836
9802;CLUB DE L ETOILE;ILE-DE-FRANCE;14 RUE TROYON;75117;Paris 17e Arrondissement;167284.0;75;00851;Paris;10909327.0;01-Paris;1.0;161.0;18.0;52.0;2974.0;2392.0;24.331103678929765;De 2 à 5 000 entrées;SOCIETE CINEMATOGRAPHIQUE THEATRALE ET AUDIOVISUELLE CTAV 14;;NON;NON;;FIXE;NON;C;43.0;8.0;2.0;39.705882352941174;21.366782006920417;38.92733564013841;0.0;4.0;24.480968858131487;48.876113;2.295345;48.876113, 2.295345
27573;CINEMA VENTURA;ILE-DE-FRANCE;RUE SAMUEL DESBORDES;91027;Athis-Mons;35448.0;91;00851;Paris;10909327.0;03-Grande couronne;1.0;175.0;28.0;333.0;4543.0;3600.0;26.194444444444443;De 2 à 5 000 entrées;LE CENTRE CULTUREL DES PORTES DE L  ESSONNE;;OUI;C;;FIXE;NON;B;114.0;92.0;0.0;58.00631483987371;24.98872350022553;16.418583671628326;0.5863779882724403;51.0;33.82949932341001;48.7102;2.388137;48.7102, 2.388137
54292;LA BARBACANE;ILE-DE-FRANCE;PLACE DU 8 MAI 1945;78062;Beynes;7763.0;78;78205;Beynes;8284.0;03-Grande couronne;1.0;292.0;24.0;249.0;5420.0;3950.0;37.21518987341772;De 5 à 10 000 entrées;SYNDICAT INTERCOMMUNAL DE GESTION DES ACTIVITES DU CENTRE CULTUR;GPCI (Vintrou);NON;NON;;FIXE;NON;C;80.0;68.0;0.0;58.35467349551856;32.97055057618438;8.674775928297056;0.0;33.0;33.226632522407165;48.855732;1.875104;48.855732, 1.875104
59033;AUDITORIUM BOURSE TRAVAIL;ILE-DE-FRANCE;11 RUE DU 8 MAI 1945;93008;Bobigny;54436.0;93;00851;Paris;10909327.0;02-Petite Couronne;1.0;400.0;19.0;294.0;5211.0;4922.0;5.8715969118244615;De 5 à 10 000 entrées;EST ENSEMBLE;;OUI;E;;ITINERANT;NON;B;68.0;50.0;1.0;28.40329540996469;51.23577873675952;19.968615143193407;0.3923107100823852;33.0;33.42487249901922;48.909510;2.436542;48.90951, 2.436542
59690;LA GRANGE DE LA TREMBLAYE;ILE-DE-FRANCE;RUE DU PARC;78073;Bois-d'Arcy;15366.0;78;00851;Paris;10909327.0;03-Grande couronne;1.0;338.0;20.0;305.0;4607.0;4186.0;10.057333970377448;De 2 à 5 000 entrées;COMMUNE DE BOIS D'ARCY;;NON;NON;;FIXE;NON;B;86.0;82.0;0.0;53.98418491484185;37.71289537712895;7.572992700729928;0.7299270072992701;34.0;17.85279805352798;48.800013;2.023763;48.800013, 2.023763
60942;LE FORUM;ILE-DE-FRANCE;PLACE DU FORUM;94004;Boissy-Saint-Léger;16541.0;94;00851;Paris;10909327.0;02-Petite Couronne;1.0;114.0;26.0;96.0;2036.0;1951.0;4.356740133264992;De 2 à 5 000 entrées;COMMUNE DE BOISSY SAINT LEGER;;NON;NON;;FIXE;NON;B;63.0;44.0;0.0;45.26627218934911;21.745562130177515;32.544378698224854;0.4437869822485207;22.0;38.31360946745562;48.754035;2.502015;48.754035, 2.502015
61504;SALLE ANDRE MALRAUX;ILE-DE-FRANCE;25 COURS DE LA REPUBLIQUE;93010;Bondy;54207.0;93;00851;Paris;10909327.0;02-Petite Couronne;1.0;324.0;32.0;854.0;18071.0;12659.0;42.75219211628091;De 10 à 20 000 entrées;COMMUNE DE BONDY;;OUI;C;JP;FIXE;NON;B;150.0;109.0;4.0;35.07929315813321;49.39737199818758;13.149071137290438;2.374263706388763;59.0;33.90122338015406;48.901598;2.480089;48.901598, 2.480089
66923;PATHE;ILE-DE-FRANCE;26 RUE LE CORBUSIER;92012;Boulogne-Billancourt;122577.0;92;00851;Paris;10909327.0;02-Petite Couronne;7.0;1492.0;32.0;6453.0;280883.0;180567.0;55.5561093666063;De 200 à 300 000 entrées;EUROPALACES NICE BOULOGNE;PATHE GAUMONT;NON;NON;;FIXE;NON;B;113.0;101.0;95.0;45.913052466048235;37.69116903347742;15.647529152931536;0.7482493475428111;40.0;24.873107689581726;48.837649;2.239534;48.837649, 2.239534
73423;JEAN COCTEAU;ILE-DE-FRANCE;3 RUE ANATOLE FRANCE;91103;Brétigny-sur-Orge;27193.0;91;00851;Paris;10909327.0;03-Grande couronne;2.0;368.0;32.0;1546.0;19783.0;15946.0;24.062460805217608;De 10 à 20 000 entrées;ASSOCIATION CINE 220;MICROMEGAS (Clochard);OUI;C;RDJPPR;FIXE;NON;B;184.0;140.0;19.0;46.56716417910447;35.775470473718364;16.3530175210902;1.3043478260869565;83.0;37.32641142115509;48.608596;2.303919;48.608596, 2.303919
74662;LES 4 VENTS;ILE-DE-FRANCE;80 RUE DU GENERAL LECLERC;77053;Brie-Comte-Robert;18550.0;77;77306;Brie-Comte-Robert;18550.0;03-Grande couronne;1.0;168.0;31.0;576.0;10261.0;9636.0;6.486093814860938;De 10 à 20 000 entrées;VILLE DE BRIE-COMTE-ROBERT;;OUI;E;RDJP;FIXE;NON;I;154.0;128.0;1.0;62.79629864368107;23.437698060590694;12.219546203574598;1.5464570921536316;72.0;37.29243250095069;48.696652;2.607228;48.696652, 2.607228
97431;STUDIO 66;ILE-DE-FRANCE;66 RUE JEAN JAURES;94017;Champigny-sur-Marne;77381.0;94;00851;Paris;10909327.0;02-Petite Couronne;5.0;944.0;32.0;4887.0;64401.0;45798.0;40.619677715184075;De 50 à 80 000 entrées;STUDIO 66;AGORA;OUI;C;JP;FIXE;NON;B;160.0;130.0;78.0;20.84273765268189;63.11238714816781;12.958045671800319;3.0868295273499733;51.0;7.922862453531598;48.814397;2.508133;48.814397, 2.508133
105652;REX;ILE-DE-FRANCE;364 AVE DE LA DIVISION LECLERC;92019;Châtenay-Malabry;34527.0;92;00851;Paris;10909327.0;02-Petite Couronne;2.0;551.0;28.0;1461.0;24420.0;18879.0;29.35007150802479;De 20 à 30 000 entrées;ASSOCIATION CHATENAY ACTION CULTURE;;OUI;C;RDJPPR;FIXE;NON;B;135.0;103.0;51.0;49.90377742343432;30.004948589651946;19.32699180733491;0.76428217957882;69.0;47.07758288887667;48.765842;2.259825;48.765842, 2.259825
113523;CINEMA JEANNE MOREAU;ILE-DE-FRANCE;22 RUE PAUL VAILLANT COUTURIER;92023;Clamart;53429.0;92;00851;Paris;10909327.0;02-Petite Couronne;1.0;176.0;26.0;534.0;9894.0;1386.0;613.8528138528138;De 5 à 10 000 entrées;COMMUNE DE CLAMART;;OUI;C;RDJP;FIXE;NON;B;80.0;68.0;8.0;82.20882503848127;7.734735761929194;9.902514109799897;0.1539250897896357;49.0;65.54643406875321;48.802513;2.263801;48.802513, 2.263801
117025;M J C THEATRE DE COLOMBES;ILE-DE-FRANCE;96, 98 RUE ST DENIS;92025;Colombes;86633.0;92;00851;Paris;10909327.0;02-Petite Couronne;1.0;322.0;9.0;15.0;642.0;849.0;-24.381625441696116;Moins de 2000 entrées;MAISON DES JEUNES ET DE LA CULTURE DU THEATRE DE COLOMBES;;NON;NON;;FIXE;NON;B;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.923862;2.250041;48.923862, 2.250041
120293;ARCEL;ILE-DE-FRANCE;15 PLACE LEON CASSE;91174;Corbeil-Essonnes;51245.0;91;00851;Paris;10909327.0;03-Grande couronne;3.0;380.0;32.0;2206.0;20876.0;17699.0;17.950166676083395;De 20 à 30 000 entrées;EDEN CASINO;GPCI (Vintrou);OUI;C;JPPR;FIXE;NON;B;191.0;149.0;59.0;34.43021463298945;51.04944859480612;13.459030001185818;1.0613067710186175;76.0;17.28922091782284;48.603813;2.469302;48.603813, 2.469302
140521;ESPACE ERMITAGE;ILE-DE-FRANCE;ALLEE STE THERESE;95199;Domont;15611.0;95;00851;Paris;10909327.0;03-Grande couronne;1.0;282.0;32.0;946.0;15730.0;12286.0;28.03190623473873;De 10 à 20 000 entrées;CENTRE SOCIAL CULTUREL DOMONTOIS;;NON;NON;;FIXE;NON;B;102.0;90.0;10.0;47.34633787265366;39.42583732057416;12.697828487302171;0.5299963194700037;26.0;13.117408906882591;49.02987;2.333691;49.02987, 2.333691
142171;PARTERRE;ILE-DE-FRANCE;SQUARE DE LAC MEGANTIC;91200;Dourdan;10748.0;91;91302;Dourdan;12139.0;03-Grande couronne;2.0;227.0;32.0;1497.0;20721.0;14009.0;47.91205653508459;De 20 à 30 000 entrées;ASSOCIATION DOURDANNAISE D'ANIMATION CULTURELLE;GPCI (Vintrou);OUI;E;JPPR;FIXE;NON;C;175.0;142.0;45.0;43.15747719159064;43.06681022270074;12.942709809032696;0.8330027766759223;71.0;20.38873462911543;48.528741;2.015215;48.528741, 2.015215
142752;ESPACE CULTUREL DU PARC;ILE-DE-FRANCE;PLACE MAURICE NILES;93029;Drancy;72391.0;93;00851;Paris;10909327.0;02-Petite Couronne;1.0;329.0;16.0;93.0;3153.0;4291.0;-26.52062456303892;De 2 à 5 000 entrées;COMMUNE DE DRANCY;;NON;NON;;FIXE;NON;B;25.0;23.0;0.0;20.928689883913766;73.73134328358208;5.339966832504146;0.0;5.0;8.590381426202322;48.927466;2.438309;48.927466, 2.438309
144262;L'ORANGE BLEUE;ILE-DE-FRANCE;7 RUE JEAN MERMOZ;95203;Eaubonne;25454.0;95;00851;Paris;10909327.0;03-Grande couronne;1.0;345.0;18.0;55.0;3001.0;2838.0;5.743481324876674;De 2 à 5 000 entrées;COMMUNE DE EAUBONNE;;NON;NON;;FIXE;NON;B;38.0;29.0;0.0;67.92698826597132;21.773142112125164;9.452411994784876;0.847457627118644;24.0;67.34028683181225;48.992968;2.278288;48.992968, 2.278288
148321;SALLE SERGE GAINSBOURG;ILE-DE-FRANCE;RUE DU GENERAL JULIEN;93031;Épinay-sur-Seine;54928.0;93;00851;Paris;10909327.0;02-Petite Couronne;1.0;180.0;12.0;44.0;2006.0;1563.0;28.342930262316056;De 2 à 5 000 entrées;ESPACE CINEMA;;NON;NON;;FIXE;NON;B;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.95411;2.312115;48.95411, 2.312115
148324;MEGA CGR;ILE-DE-FRANCE;5 AVENUE DU MARECHAL  JOFFRE;93031;Épinay-sur-Seine;54928.0;93;00851;Paris;10909327.0;02-Petite Couronne;12.0;2470.0;32.0;14184.0;187175.0;114572.0;63.3688859407185;De 150 à 200 000 entrées;VILLERAY;LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;B;184.0;148.0;149.0;18.809640253403543;61.19104216189165;14.925559864881771;5.0737577198230275;27.0;4.42489450996895;48.957859;2.301996;48.957859, 2.301996
149335;PIERRE FRESNAY;ILE-DE-FRANCE;3 RUE SAINT FLAIVE;95219;Ermont;29314.0;95;00851;Paris;10909327.0;03-Grande couronne;1.0;400.0;13.0;57.0;2957.0;6742.0;-56.14061109463068;De 2 à 5 000 entrées;COMMUNE DE ERMONT;;NON;NON;;FIXE;NON;B;46.0;41.0;0.0;56.77922077922077;26.025974025974026;16.675324675324678;0.5194805194805194;13.0;23.896103896103895;48.988575;2.259906;48.988575, 2.259906
152882;LA ROTONDE A;ILE-DE-FRANCE;102 RUE SAINT JACQUES;91223;Étampes;25471.0;91;91401;Étampes;31180.0;03-Grande couronne;3.0;338.0;32.0;2999.0;25016.0;18658.0;34.07653553435524;De 20 à 30 000 entrées;OMNICOM;;NON;NON;;FIXE;NON;C;82.0;74.0;56.0;26.784204295619823;60.544562827667846;11.559276171148317;1.1119567055640114;5.0;4.845256215119228;48.433642;2.155867;48.433642, 2.155867
163962;LE SCARRON;ILE-DE-FRANCE;8 AV. JEANNE ET MAURICE DOLIVET;92032;Fontenay-aux-Roses;25578.0;92;00851;Paris;10909327.0;02-Petite Couronne;1.0;198.0;28.0;523.0;13746.0;10482.0;31.13909559244419;De 10 à 20 000 entrées;COMITE MUNICIPAL DES FETES;;OUI;C;JP;FIXE;NON;B;102.0;72.0;0.0;59.78693747510951;24.253285543608126;13.30147351652728;2.6583034647550776;43.0;50.45798486658701;48.791543;2.289748;48.791543, 2.289748
173332;JACQUES BREL A;ILE-DE-FRANCE;PLACE DE L'HOTEL DE VILLE;95268;Garges-lès-Gonesse;43051.0;95;00851;Paris;10909327.0;03-Grande couronne;1.0;225.0;28.0;444.0;5288.0;4333.0;22.040156935148858;De 5 à 10 000 entrées;COMMUNE DE GARGES LES GONESSE;;OUI;C;JPPR;FIXE;NON;B;93.0;70.0;1.0;43.273433705682365;30.160271976687714;26.566294317629918;0.0;29.0;35.308402136959685;48.971945;2.399817;48.971945, 2.399817
202214;CINE D ISSY;ILE-DE-FRANCE;MAIL RAYMOND MENAND;92040;Issy-les-Moulineaux;68980.0;92;00851;Paris;10909327.0;02-Petite Couronne;1.0;376.0;26.0;269.0;14057.0;11566.0;21.5372643956424;De 10 à 20 000 entrées;SOCIETE D EXPLOITATION DU PALAIS DES ARTS ET CONGRES D ISSY LES;;NON;NON;;FIXE;NON;B;50.0;44.0;15.0;69.6607891199494;15.624258717482405;14.7149521625682;0.0;20.0;42.17601012097731;48.825247;2.271161;48.825247, 2.271161
226040;PATHE;ILE-DE-FRANCE;3 ALLEE DU PREAMBULE;77251;Lieusaint;13502.0;77;00851;Paris;10909327.0;03-Grande couronne;17.0;3790.0;32.0;18893.0;701315.0;522268.0;34.2825905473818;De 700 000 à 1 million d'entrées;PATHE SENART;PATHE GAUMONT;NON;NON;;FIXE;OUI;B;196.0;173.0;173.0;23.837386931471823;59.4745888120981;15.360088963411192;1.3279352930188917;57.0;7.553202118093716;48.616119;2.547927;48.616119, 2.547927
226883;THEATRE DU GARDE CHASSE;ILE-DE-FRANCE;2 AVENUE WALDECK ROUSSEAU;93045;Les Lilas;23533.0;93;00851;Paris;10909327.0;02-Petite Couronne;1.0;308.0;26.0;419.0;8200.0;7571.0;8.308017434949148;De 5 à 10 000 entrées;COMMUNE DES LILAS;GPCI (Vintrou);OUI;C;;FIXE;NON;B;125.0;106.0;1.0;74.80434233779349;5.983337541024994;14.617520828073719;4.594799293107801;85.0;79.72734158040899;48.881921;2.419546;48.881921, 2.419546
228122;ATELIER BARBARA;ILE-DE-FRANCE;22-24 RUE ALSACE LORRAINE;94044;Limeil-Brévannes;27796.0;94;00851;Paris;10909327.0;02-Petite Couronne;1.0;165.0;28.0;97.0;2098.0;1591.0;31.866750471401634;De 2 à 5 000 entrées;KART OON SARL;;NON;NON;;FIXE;NON;B;80.0;70.0;0.0;55.01813784764208;31.922611850060463;13.059250302297462;0.0;23.0;24.123337363966144;48.744182;2.503331;48.744182, 2.503331
241923;THEATRE CLAUDE DEBUSSY;ILE-DE-FRANCE;116 AVENUE DU GENERAL DE GAULLE;94046;Maisons-Alfort;56188.0;94;00851;Paris;10909327.0;02-Petite Couronne;1.0;406.0;23.0;109.0;7909.0;7434.0;6.3895614743072375;De 5 à 10 000 entrées;MUSIQUE ET DANSE;;NON;NON;;FIXE;NON;B;54.0;46.0;0.0;74.53515398024405;12.623474723997678;12.84137129575828;0.0;28.0;48.06798373038931;48.801474;2.430493;48.801474, 2.430493
244700;MEGA CGR;ILE-DE-FRANCE;PLACE HENRI DUNANT;78361;Mantes-la-Jolie;44423.0;78;00851;Paris;10909327.0;03-Grande couronne;9.0;2053.0;32.0;10804.0;196090.0;127890.0;53.32707795761983;De 150 à 200 000 entrées;RAYMANTES;LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;B;147.0;120.0;117.0;24.344634374967086;60.43476887105438;13.018315481268496;2.2022812727100383;23.0;4.798466512896669;48.989664;1.715981;48.989664, 1.715981
246432;ATMOSPHERE;ILE-DE-FRANCE;PARC DES CELESTINS;91363;Marcoussis;8328.0;91;00851;Paris;10909327.0;03-Grande couronne;1.0;231.0;38.0;452.0;10114.0;8373.0;20.793025200047772;De 10 à 20 000 entrées;COMMUNE DE MARCOUSSIS;MICROMEGAS (Clochard);OUI;C;JP;FIXE;NON;B;116.0;91.0;0.0;51.60796324655437;32.848392036753445;14.088820826952528;1.454823889739663;49.0;36.125574272588054;48.642026;2.222592;48.642026, 2.222592
248192;FONTENELLE;ILE-DE-FRANCE;10 RUE CARNOT;78372;Marly-le-Roi;16833.0;78;00851;Paris;10909327.0;03-Grande couronne;2.0;336.0;32.0;1536.0;27639.0;24636.0;12.189478811495373;De 20 à 30 000 entrées;CINELAB OUEST;;OUI;C;JPPR;FIXE;NON;B;165.0;134.0;40.0;61.460692332578446;21.938692979618246;14.493691362018765;2.1069233257845355;84.0;45.850857327725656;48.871284;2.095564;48.871284, 2.095564
252134;CINEMASSY;ILE-DE-FRANCE;PLACE DE FRANCE;91377;Massy;50985.0;91;00851;Paris;10909327.0;03-Grande couronne;1.0;194.0;2.0;4.0;36.0;14057.0;-99.74389983638045;Moins de 2000 entrées;CINEMASSY;;OUI;C;;FIXE;NON;B;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.732679;2.288638;48.732679, 2.288638
252712;LES 2 SCENES;ILE-DE-FRANCE;PLACE HENRI DUNANT;78380;Maule;6099.0;78;78301;Maule;10574.0;03-Grande couronne;1.0;102.0;29.0;838.0;12608.0;9987.0;26.244117352558327;De 10 à 20 000 entrées;COMMUNAUTE DE COMMUNES DE GALLY-MAULDRE;GPCI (Vintrou);OUI;E;RDJPPR;FIXE;NON;C;134.0;115.0;7.0;62.40361105886778;21.233778446492384;13.880007523039309;2.4826029716005267;76.0;51.35414707541847;48.916554;1.821165;48.916554, 1.821165
273182;CENTRE PICASSO;ILE-DE-FRANCE;RUE GUY DE MAUPASSANT;95424;Montigny-lès-Cormeilles;21748.0;95;00851;Paris;10909327.0;03-Grande couronne;1.0;304.0;25.0;84.0;3883.0;4326.0;-10.24040684234859;De 2 à 5 000 entrées;OFFICE MUNICIPALE DE LA CULTURE (MONTIGNY);;NON;NON;;FIXE;NON;B;31.0;23.0;0.0;31.20322394933794;26.194588370754175;41.04778353483017;1.5544041450777202;3.0;38.11168681635003;48.997001;2.200873;48.997001, 2.200873
276554;CINE MONTROUGE;ILE-DE-FRANCE;88 RUE RACINE;92049;Montrouge;48965.0;92;00851;Paris;10909327.0;02-Petite Couronne;1.0;154.0;27.0;364.0;9429.0;8844.0;6.614654002713705;De 5 à 10 000 entrées;INSTITUT DE FORMATION D ANIMATION ET DE CONSEIL;;OUI;C;JP;FIXE;NON;B;88.0;69.0;0.0;63.81371067454321;22.420662178870725;13.50460228053304;0.26102486605302927;35.0;47.25923890644319;48.813222;2.311441;48.813222, 2.311441
284502;CAP CINEMA NANTERRE;ILE-DE-FRANCE;200 ALLEE DE CORSE;92050;Nanterre;97453.0;92;00851;Paris;10909327.0;02-Petite Couronne;10.0;1491.0;32.0;11650.0;61109.0;9297.0;557.29805313542;De 50 à 80 000 entrées;CAP CINEMA NANTERRE;LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;B;150.0;125.0;126.0;18.020567326937677;63.25143212091932;15.12699289115881;3.601007660984195;13.0;4.449927531230589;48.900167;2.21295;48.900167, 2.21295
291891;ROYAL PALACE;ILE-DE-FRANCE;165 GRANDE RUE CHARLES DE GAULLE;94052;Nogent-sur-Marne;33146.0;94;00851;Paris;10909327.0;02-Petite Couronne;6.0;815.0;32.0;5473.0;104989.0;75389.0;39.2630224568571;De 100 à 150 000 entrées;LES IMAGES;AGORA;OUI;C;RDJP;FIXE;NON;B;192.0;157.0;107.0;42.929333683000145;42.489560428476324;13.447378507595168;1.1337273809283654;82.0;23.91519235036614;48.838331;2.489437;48.838331, 2.489437
292374;UGC CINE CITE;ILE-DE-FRANCE;CENTRE COMMERCIAL LES ARCADES;93051;Noisy-le-Grand;68511.0;93;00851;Paris;10909327.0;02-Petite Couronne;10.0;1799.0;32.0;9732.0;149419.0;125161.0;19.38143670951814;De 100 à 150 000 entrées;UGC SAS;UGC;NON;NON;;FIXE;OUI;B;149.0;119.0;118.0;28.514704480132945;55.79257079808754;14.017272145260376;1.675452576519145;33.0;11.021889856020051;48.840097;2.547002;48.840097, 2.547002
299122;CENTRE CULTUREL  ORMESSON;ILE-DE-FRANCE;22 AV WLADIMIR D ORMESSON;94055;Ormesson-sur-Marne;10492.0;94;00851;Paris;10909327.0;02-Petite Couronne;1.0;358.0;7.0;19.0;1299.0;1951.0;-33.41875961045618;Moins de 2000 entrées;COMMUNE D ORMESSON SUR MARNE;;NON;NON;;FIXE;NON;B;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.786098;2.544935;48.786098, 2.544935
